carpark_number,address,x_coordinate,y_coordinate,latitude,longitude,carpark_type,type_of_parking_system,short_term_parking,free_parking,night_parking,carpark_decks,gantry_height,carpark_basement
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,37178.9151,42875.7489,1.40402542015387,103.915798411107,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
PL72,BLK 222 SUMANG LANE SUMANG LANE,34784.0419,42552.2276,1.40110027568033,103.894278422868,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,13,2.15,N
PL74,BLK 233 SUMANG LANE,34486.264,42569.8371,1.40125959808853,103.891602649225,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,7,2.15,N
PL75,BLK 325 SUMANG WALK,35281.7517,43917.728,1.41344924024533,103.898751095579,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15,2.15,N
PL76,BLK 326 SUMANG WALK SUMANG WALK,35345.9447,43901.2419,1.41330012957723,103.899327920857,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
PL77,BLK 659 PUNGGOL EAST ROAD,37596.6187,42542.5155,1.40101164430954,103.919551711342,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
PL78,BLK 322 SUMANG WALK,35143.0392,43671.1572,1.41121937919544,103.897504582907,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PM1,473A PASIR RIS DR 6,41720.207,39587.085,1.3742821857403,103.956604091343,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
PM10,BLK 204A PASIR RIS STREET 21,42373.461,38753.7772,1.36674575480877,103.962473631007,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,1.9,N
PM11,BLK 269A PASIR RIS STREET 21,42482.8751,38537.8136,1.36479260874272,103.963456684843,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
PM12,BLK 272A PASIR RIS STREET 21,42657.807,38550.2316,1.3649048263137,103.965028569746,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
PM13,BLK 199A PASIR RIS STREET 12,42053.3726,38723.5879,1.36647288811227,103.959597408131,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
PM14,BLK 180A PASIR RIS STREET 11,42109.8791,38528.4122,1.36470776616145,103.960105064362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
PM15,BLK 158A PASIR RIS STREET 13,42284.7957,38467.7932,1.36415946705864,103.961676776776,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM16,BLK 149A PASIR RIS STREET 13,42400.9355,38268.6092,1.36235806638257,103.962720273329,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM17,BLK 142A PASIR RIS STREET 11,42064.8486,38316.5942,1.36279218583424,103.959700335582,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM18,BLK 135A PASIR RIS STREET 11,41750.9103,38533.7141,1.36475588343619,103.956879494159,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
PM19,BLK 108A PASIR RIS STREET 12,41766.7964,38887.5806,1.36795611088971,103.957022404992,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N
PM2,BLK 220A PASIR RIS STREET 21,42210.8365,39121.6128,1.37007239895445,103.96101251691,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM20,BLK 526 PASIR RIS STREET 51,40702.1342,38896.9108,1.36804096674803,103.947455698201,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PM21,BLK 530 PASIR RIS DR 1,40920.1747,39245.8244,1.37119631565044,103.949415091899,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,15,2.15,N
PM22,BLK 555A PASIR RIS STREET 51,41231.6084,38954.5238,1.36856176457105,103.952213408642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM23,BLK 564A PASIR RIS STREET 51,40930.0174,38967.7033,1.36868108863674,103.949503414209,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM24,BLK 561A PASIR RIS STREET 51,41131.632,38802.2291,1.36718451324596,103.951314985482,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
PM25,BLK 500A PASIR RIS STREET 52,40496.5258,39820.0373,1.37638946454421,103.945608556315,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,1.9,N
PM26,BLK 521A PASIR RIS STREET 52,40316.681,39541.0967,1.37386690622933,103.943992406749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N
PM27,BLK 578A PASIR RIS STREET 53,40606.3885,39551.3513,1.37395952223225,103.9465956362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM28,BLK 586A PASIR RIS STREET 53,40736.5955,39633.1743,1.37469944260595,103.947765672607,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM29,BLK 601A ELIAS ROAD,40247.7753,39924.3544,1.3773329741687,103.943373399452,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM3,BLK 225A PASIR RIS STREET 21,42201.9401,39312.6071,1.37179968315154,103.960932668131,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,1.9,N
PM30,BLK 614A ELIAS ROAD,40114.6224,39748.7266,1.37574471732971,103.942176853406,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,1.9,N
PM32,BLK 631A PASIR RIS DRIVE 3,39883.2972,40142.5172,1.37930610693263,103.940098390832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM33,BLK 635A PASIR RIS DRIVE 1,39858.5997,39896.3925,1.3770802570825,103.939876367016,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM34,BLK 649A PASIR RIS DRIVE 10,39728.975,39998.0806,1.37799993841918,103.938711636778,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM35,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,1.3807688450514,103.93864105707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM36,BLK 710A PASIR RIS STREET 72,39546.2838,40486.3671,1.38241589197948,103.937070216326,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM37,BLK 718A PASIR RIS STREET 72,39429.3197,40431.9844,1.38192412107866,103.936019186674,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM38,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,1.37894691455808,103.937242208147,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM4,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,1.37410525248268,103.96144238003,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM40,BLK 744A PASIR RIS STREET 71,39358.5759,39992.2049,1.3779469465944,103.935383332175,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2,N
PM41,BLK 747A PASIR RIS STREET 71,39218.431,40079.5319,1.37873675345893,103.934124062582,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM43,BLK 757A PASIR RIS ST 71,39109.6654,39906.9922,1.37717640995349,103.933146660076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM44,BLK 762A PASIR RIS STREET 71,39126.6463,39773.0358,1.37596495160163,103.93329919519,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM45,BLK 773A PASIR RIS STREET 71,39416.5981,39622.2609,1.37460128822166,103.935904560456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM46,BLK 782A PASIR RIS STREET 71,39692.8318,39469.9703,1.37322392021778,103.938386655264,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2,N
PM5,BLK 235A PASIR RIS STREET 21,42388.3371,39530.4506,1.37376968640624,103.962607679263,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM6,BLK 245A PASIR RIS STREET 21,42475.9074,39202.2508,1.37080152941462,103.963394398958,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM7,BLK 257A PASIR RIS STREET 21,42459.8111,38843.4823,1.36755697150683,103.96324958803,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
PM8,BLK 458A PASIR RIS DRIVE 4,42126.5924,39294.429,1.37163532354943,103.960255608499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM9,BLK 216A PASIR RIS STREET 21,42233.462,38924.6687,1.36829130039388,103.961215728078,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,31994.78,35133.03,1.33400423540114,103.869213626308,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,31643.1687,34986.5402,1.33267947810191,103.866054180765,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,31619.7981,35088.4721,1.33360131673119,103.865844194796,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,31650.3687,35213.5248,1.33473224517077,103.866118904002,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,31328.03,35388.25,1.33631243485156,103.863222525106,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP6,BLK 146 POTONG PASIR AVENUE 2,31816.7963,34942.7097,1.33228306930882,103.867614317468,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,31643.7896,34932.8598,1.33219401159021,103.866059753496,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PRM,BLK 33 PARK CRESCENT MSCP,28996.2194,29764.092,1.28544970115331,103.842269674727,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
PRM1,BLK 441A PASIR RIS DRIVE 6,41857.2031,39071.4559,1.3696189672229,103.957834856014,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.86,N
PRS1,BLK 212A PASIR RIS STREET 21,42134.4478,38894.2762,1.36801648971253,103.960326004156,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
PR1,BLK 101/108 PASIR RIS STREET 12,41875.5357,38818.4836,1.36733117289441,103.957999468798,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PR10,BLK 467/477 PASIR RIS DRIVE 6,41784.5801,39526.9469,1.37373828942878,103.957182500645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PR11,BLK 478/487 PASIR RIS DRIVE 4,42030.2409,39606.4261,1.3744569529958,103.959389971752,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR12,BLK 544/556 PASIR RIS STREET 51,41283.8272,38971.2519,1.36871302375601,103.952682637512,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",40942.8203,39055.5703,1.36947571915218,103.949618495267,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR14,BLK 557-562 PASIR RIS ST 51,41151.375,38747.043,1.36668542214351,103.951492365259,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR2,BLK 109/129 PASIR RIS STREET 11,41590.9705,38812.1621,1.36727413588221,103.955442455986,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,41064.8727,39231.0631,1.37106275621009,103.950715296755,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR4,BLK 406/411 PASIR RIS DRIVE 6,41488.2976,39437.995,1.37293397940981,103.954520155211,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",41554.7014,39169.7008,1.37050759752797,103.955116716826,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR6,BLK 441/445 PASIR RIS DRIVE 6,41830.3635,39044.8529,1.3693783923552,103.957593671527,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PR7,BLK 446/455 PASIR RIS DRIVE 6,41840.49,39225.13,1.37100874544677,103.957684749091,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
PR8,BLK 456/461 PASIR RIS DRIVE 4,42050.749,39253.7168,1.37126717412987,103.95957408406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR9,BLK 463/466 PASIR RIS STREET 41,41926.2439,39467.9453,1.37320463459386,103.95845542085,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
P1,BLK 196 PUNGGOL FIELD,36201.5308,42355.9513,1.39932485659774,103.907015660702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P11,BLK 416 PANDAN GARDENS,18544.4873,33717.7282,1.32120354776047,103.748355524744,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P12,BLK 415 PANDAN GARDENS,18526.4824,33647.3125,1.32056672819481,103.748193763105,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
P13,BLK 401/402 PANDAN GARDENS,18772.8516,33660.8789,1.32068949310184,103.750407512853,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P14,BLK 403/408 PANDAN GARDENS,18635.6875,33513.0954,1.31935295112198,103.749175067814,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P15,BLK 413 PANDAN GARDENS,18521.3692,33566.3085,1.31983415587963,103.748147843311,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P16,BLK 412/414 PANDAN GARDENS,18411.9297,33571.571,1.31988171392643,103.747164471879,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P17,BLK 409/411 PANDAN GARDENS,18436.3162,33454.2597,1.318820800816,103.747383633445,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
P2,BLK 199 PUNGGOL FIELD,36090.1832,42441.235,1.40009616251294,103.906015136373,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P3,BLK 101 PUNGGOL FIELD,36063.3675,42259.892,1.39845617041634,103.905774125268,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
P4,BLK 105 EDGEFIELD PLAINS,36046.5051,42123.9201,1.39722649508951,103.905622565439,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P5,BLK 107 PUNGGOL FIELD,36271.1939,42085.2693,1.39687688804683,103.907641562915,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P6,BLK 109 PUNGGOL FIELD,36473.7909,41918.4197,1.39536790289041,103.909462010008,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
P7,BLK 119 EDGEFIELD PLAINS,36140.7994,41924.977,1.39542730023121,103.906469819498,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
P8,BLK 126 EDGEDALE PLAINS,36635.3349,41792.3558,1.39422777957193,103.910913573373,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
P9,BLK 128 PUNGGOL FIELD WALK,36816.0197,41648.1136,1.39292325174638,103.912537124896,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
Q14,BLK 49 STIRLING RD,24533.22,31110.95,1.29763003421073,103.802167697649,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q15,BLK 41/48 STIRLING RD,24487.19,31188.56,1.29833190647635,103.801754089121,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q16,BLK 45 AND 50 STIRLING RD,24705.57,31033.88,1.29693305905861,103.803716346422,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q17,BLK 52 STIRLING RD,24717.58,30953.45,1.29620567979347,103.803824269956,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q19,BLK 151 MEI LING STREET,24654.5215,30786.998,1.29470033993863,103.803257679619,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
Q2A,BLK 155-164 STIRLING ROAD,24780.1309,30449.3691,1.29164695645021,103.80438636871,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q30,MARGARET DRIVE,25268.69,30911.89,1.29582987899844,103.808776237062,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q4,BLK 168A QUEENSWAY,24726.8911,30124.9522,1.28871303882509,103.803908020479,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
Q41,BLK 80 STRATHMORE AVENUE,25318.4336,30747.652,1.29434457272877,103.809223218962,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N
Q48,BLK 150A MEI CHIN ROAD,24682.94,30859.67,1.29535756289966,103.803513024387,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q49,MEI CHIN ROAD,24600.43,30852.65,1.29529406760871,103.802771637112,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N
Q5A,BLKS 166-171 STIRLING ROAD,24644.4805,30393.2754,1.29113965054197,103.803167498942,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q5S,BLK 165-166 STIRLING RD,24530.9034,30353.3466,1.29077853616517,103.802146965666,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q51,BLK 39 TANGLIN HALT ROAD,24187.6,31144.34,1.29793196114909,103.799062145713,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N
Q52,BLK 33-34 TANGLIN HALT ROAD,24170.85,31017.51,1.29678495339718,103.798911655074,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N
Q55,BLK 61/66 COMMONWEALTH DRIVE,23894.27,31228,1.29868851527178,103.796426435309,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N
Q57,BLK 46-2 COMMONWEALTH DRIVE,24136.64,31357.44,1.29985915591853,103.798604221321,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q58,BLK 46-3 COMMONWEALTH DRIVE,24031.02,31382.8,1.30008848947447,103.797655175092,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
Q59,BLK 47/49 TANGLIN HALT ROAD,24023.14,31476.19,1.30093307458701,103.797584357873,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
Q65,BLK 115A COMMONWEALTH DRIVE,24153.2643,31983.7356,1.30552315378924,103.79875352089,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,24418.636,32156.675,1.30708718838835,103.801137989946,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q66,BLK 117 COMMONWEALTH DRIVE,24236.01,32114.32,1.30670412305513,103.799497013942,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q67,BLK 116-118 COMMONWEALTH CRESCENT,24352.42,32166.07,1.30717214569613,103.80054300671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q68,BLK 110 COMMONWEALTH CRESCENT,24181.18,32133.41,1.306876759529,103.799004338152,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
Q70,BLK 99/102 COMMONWEALTH CRESCENT,24353.0804,32185.228,1.30734540394443,103.80054893847,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
Q72,BLK 96 COMMONWEALTH CRESCENT,24391.78,32090.9,1.3064923394427,103.800896683691,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N
Q73,BLK 91/92 COMMONWEALTH DRIVE,24335.5387,32064.3962,1.30625264183971,103.800391332205,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N
Q75M,BLK 10A HOLLAND DRIVE,23590.6968,32292.0387,1.30831126261466,103.793698545026,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
Q77M,BLK 18 HOLLAND DRIVE,23403.3645,32654.8683,1.31159253736514,103.792015221141,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
Q8,BLK 19/23A/23B QUEENS CLOSE,24244.0036,30732.3137,1.29420574770875,103.799569006293,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N
Q80,BLK 45/46/47 HOLLAND DRIVE,23479.7213,32316.8703,1.30853581474214,103.792701373568,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q81,BLK 43 HOLLAND DRIVE,23531.2041,32206.3235,1.30753607620086,103.793163987039,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,23921.707,32122.75,1.30678032111126,103.796672851974,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
Q85,NORTH BUONA VISTA ROAD,23406.71,32283.49,1.30823392437762,103.792045337066,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q86,BLK 148A MEI LING STREET,24722.8381,30771.7904,1.29456281502224,103.803871535249,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N
Q87,BLK 5A HOLLAND CLOSE,23873.3239,32354.7312,1.30887827043677,103.796238076168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
